Total QI locked,"72,311,886",,,,,,,
"QI locked, not counting liquid lockers","65,758,243",,,,,,,
QI locked by liquid lockers,"6,553,642",,,,,,,
Total QI to be distributed (80%),"57,849,509",,,,,,,
Total BPT tokens for aveQI migration,"9,052,921",,,,,,,
Share of BPTs distributed to non-liquid lockers,90.94%,,,,,,,
Share of BPTs distributed to liquid lockers,9.06%,,,,,,,
Total BPT tokens distributed to non-liquid lockers,"8,232,453",,,,,,,
Total BPT tokens distributed to liquid lockers,"820,468",,,,,,,
,,,,,,,,
address,polygon endblock,amount,share of total BPTs,share of non-liquid locker BPTs,share of liquid locker BPTs,amount of non-liquid locker distribution,amount of liquid locker distribution,type
0x617cfa61e14c0373e79d58660bddeceaaa2cd0f8,84874275,"1,128.78",0.0015610%,0.0017166%,NA,141.3146642,,EOA
0x79653c4fb5ee639172fdbaef9a67790ee9e8b752,49402083,"1,126.13",0.0015573%,0.0017125%,NA,140.9835476,,EOA
0xf56aef252bd7e7993c9c10dc7d49565a7aacf462,85678883,"1,124.30",0.0015548%,0.0017097%,NA,140.7536955,,EOA
0x72c2c890625f7e2ec82a49a5b0d6438c36fc1bb5,92712021,"1,118.77",0.0015471%,0.0017013%,NA,140.0614865,,EOA
0x635187ca2c18ca7fcf87bb36a0bb7f9ffa4da21a,86739059,"1,118.38",0.0015466%,0.0017007%,NA,140.0132939,,EOA
0x69bab6810fa99475854bca0a3dd72ae6a0728ece,85983644,"1,116.95",0.0015446%,0.0016986%,NA,139.8339354,,EOA
0x05e5ab383f3c2d423cfd118b83420261ab0990bc,96335618,"1,116.38",0.0015438%,0.0016977%,NA,139.7630321,,EOA
0xb7b1cc940cc88640089028d4910de22e39e6d117,85074113,"1,114.67",0.0015415%,0.0016951%,NA,139.5490521,,EOA
0xb3da935d382f333ffef808fcef3177397ecf54eb,79689926,"1,114.16",0.0015408%,0.0016943%,NA,139.4844023,,EOA
0x11c3946dc1b186c2e8cdebbae4527b418a2395ee,92784174,"1,111.74",0.0015374%,0.0016906%,NA,139.1815403,,EOA
0x8eb3e91cdb937941bfde3673151b1980bca062d7,38876740,"1,110.55",0.0015358%,0.0016888%,NA,139.0326082,,EOA
0xb0b4c20f7c56df87bc8ddba04a570b178a1b5458,37966988,"1,106.62",0.0015303%,0.0016829%,NA,138.5402745,,EOA
0x59d5568283d4e1579512eff6573fb570e5d2ab60,83581414,"1,104.75",0.0015278%,0.0016800%,NA,138.3070561,,EOA
0x97f16b00d436fcd49d5911e68002f1cd4d5e47c5,46709453,"1,103.80",0.0015264%,0.0016786%,NA,138.1880565,,EOA
0x246d470080e690f957d2590eee207f1427429bb5,85752160,"1,101.95",0.0015239%,0.0016758%,NA,137.9557681,,EOA
0x46a5885a57ba6fb1e15d066701ea3e6147c7ca26,81412483,"1,100.00",0.0015212%,0.0016728%,NA,137.7119836,,EOA
0x588799fd66bf71bf9528e58d0ce0d0bd7681ddcc,52174217,"1,100.00",0.0015212%,0.0016728%,NA,137.7119836,,EOA
0xc6dc3a6d3f05e2c65a5f3e901083bf6124d3628a,83102088,"1,099.13",0.0015200%,0.0016715%,NA,137.6024407,,EOA
0xdfbcd20078b4346c185dee24d143ad2f98956ac7,96479024,"1,097.22",0.0015173%,0.0016686%,NA,137.3644412,,EOA
0xeea5191013e2e03f3d235f40d5746e98cf16bea5,81628067,"1,096.00",0.0015157%,0.0016667%,NA,137.2112128,,EOA
0xe366f6fcb809bbfe6d1522edb2bcd2fb897557dd,54983977,"1,092.60",0.0015109%,0.0016615%,NA,136.7849374,,EOA
0x3360b113c0228c3c57954efac9a25476e2e1c0ff,80410708,"1,088.49",0.0015053%,0.0016553%,NA,136.2710155,,EOA
0xf42be2aa2e0b455df33164df69d8e8b9c6308cc0,66585172,"1,086.84",0.0015030%,0.0016528%,NA,136.0644790,,EOA
0xdea1ffce140de700b2b383cda6b05c2bdb57d049,38441833,"1,083.23",0.0014980%,0.0016473%,NA,135.6123513,,EOA
0xc8cf6b03c2aa80de2579df02aa3bed1e716e1680,78568824,"1,079.74",0.0014932%,0.0016420%,NA,135.1759459,,EOA
0x46b830bf2c258f5a7db64eb9a96706a91132715e,93451639,"1,078.68",0.0014917%,0.0016404%,NA,135.0430819,,EOA
0x65b5d367a4be2fc118de4bb3284ed6318246b328,88585069,"1,073.37",0.0014844%,0.0016323%,NA,134.3783967,,EOA
0x6b51ad7adc0164ca2669e02b940f339092341b0c,49605107,"1,067.99",0.0014769%,0.0016241%,NA,133.7041258,,EOA
0x7c434cfc929087dcf383d723b2143e86b189572b,80029279,"1,067.23",0.0014759%,0.0016230%,NA,133.6091425,,EOA
0x7c336be27c74c809d684974cd7c40af99f97b874,89751924,"1,066.55",0.0014749%,0.0016219%,NA,133.5239905,,EOA
0xef3fea148b4933a9d8716842e093aacbfc96600c,85848906,"1,066.38",0.0014747%,0.0016217%,NA,133.5026997,,EOA
0x3685cc047af48fd228b924a65fb14da971254399,80084677,"1,065.93",0.0014741%,0.0016210%,NA,133.4461754,,EOA
0x4607c78eec51b6a82a6e770537bf1c4588a252c5,52297046,"1,061.97",0.0014686%,0.0016150%,NA,132.9514819,,EOA
0x6df17656a08553de3387067b4606df5c00e24ff4,41889473,"1,061.70",0.0014682%,0.0016145%,NA,132.9167468,,EOA
0xa8f1792887cf4b331a08c3e7c0033c945a07733e,86474934,"1,056.37",0.0014609%,0.0016065%,NA,132.2504179,,EOA
0x0f7dff0714b209a6549d778e5edba1d7a9b66b28,83899757,"1,052.08",0.0014549%,0.0015999%,NA,131.7130875,,EOA
0xdf8d2a986dd8998148893b59fed435cfd8018527,21882328,"1,050.84",0.0014532%,0.0015980%,NA,131.5580630,,EOA
0x36fed503281891b58e44d4d10aa2260f352e6fc6,33208242,"1,050.34",0.0014525%,0.0015973%,NA,131.4951890,,EOA
0x1501a02b50979265842e5a38bbcda58768e5ffcf,83024442,"1,041.63",0.0014405%,0.0015840%,NA,130.4043828,,EOA
0x1ea48c433d9cb36c1de7fdf7f8cb9b3b6680cdc5,78529506,"1,041.36",0.0014401%,0.0015836%,NA,130.3706830,,EOA
0x476ef21bf2a28e59a3605d1854a1b0a4c87c5296,31867223,"1,039.76",0.0014379%,0.0015812%,NA,130.1703710,,EOA
0xc162ee11ab58f9612c9342b195d6a839aa6553e7,43274703,"1,038.43",0.0014360%,0.0015792%,NA,130.0033629,,EOA
0x92cb71850aa43263ebaaa1e0ed3e78cb984915ff,39374027,"1,038.09",0.0014356%,0.0015786%,NA,129.9612937,,EOA
0x2806b72cc5a241b0b0c458356d4f1a58418817d2,30783821,"1,032.69",0.0014281%,0.0015704%,NA,129.2849109,,EOA
0x6921b40068d90f9c399e2035878d2227023bd03f,48180377,"1,028.61",0.0014225%,0.0015642%,NA,128.7742664,,EOA
0xc3dcd2eb5d52fa4a870a69e63350ecb1248066e0,84348205,"1,027.80",0.0014213%,0.0015630%,NA,128.6728521,,EOA
0xf5659d33af64b5b987f048a4ba7cfca1c96f7f7a,96733721,"1,026.67",0.0014198%,0.0015613%,NA,128.5319014,,EOA
0x110d5a12034ca702bee513b79a33267e2be1b79b,18816773,"1,025.47",0.0014181%,0.0015595%,NA,128.3814993,,EOA
0x9aea42f8cedefaf8b4ee704f8bfe27247fd380a5,33500065,"1,024.38",0.0014166%,0.0015578%,NA,128.2448513,,EOA
0x1778da84a0580e6ee14a31f2255ca55ebe5b4094,79544464,"1,020.21",0.0014109%,0.0015515%,NA,127.7233657,,EOA
0xff3337af986289fab8d51260e7bfc40102bb0c72,106181449,"1,019.85",0.0014103%,0.0015509%,NA,127.6776507,,EOA
0x2b5a0be5940b63de1eddccca7bd977357e2488ed,96337789,"1,017.86",0.0014076%,0.0015479%,NA,127.4282938,,EOA
0xf1048b7e1e861153edd122cc10e27bde2b88817d,40673770,"1,016.63",0.0014059%,0.0015460%,NA,127.2745012,,EOA
0xe9c73c43117fab6ec23296c65ffb29ca7ed0b883,44915875,"1,012.67",0.0014004%,0.0015400%,NA,126.7794200,,EOA
0x167f897440cfd5227f22349779841f83ddda126a,82626827,"1,012.12",0.0013997%,0.0015392%,NA,126.7098319,,EOA
0xb0720a40d6335df0ac90ff9e4b755217632ca78c,97972628,"1,011.58",0.0013989%,0.0015383%,NA,126.6419859,,EOA
0xc0aef1759a279ced58223f34e0fe6426610b1bee,86738500,"1,011.48",0.0013988%,0.0015382%,NA,126.6300907,,EOA
0x11573e51f776160d5fdbf6b2ce2249a754c55062,94943999,"1,008.84",0.0013951%,0.0015342%,NA,126.2991786,,EOA
0x12ef58947285f01ce8d8ecd90b3ea384b022cd1c,96440617,"1,005.00",0.0013898%,0.0015283%,NA,125.8186759,,EOA
0x3d045f52223a9595fb18377b6ca7ac8e220ab35a,96343104,"1,005.00",0.0013898%,0.0015283%,NA,125.8186759,,EOA
0x8fe6d26da24815749aab914d37e5a2dc756111de,96457782,"1,004.11",0.0013886%,0.0015270%,NA,125.7074965,,EOA
0x6d06856e012e692e3238fe73c0f48857c11cefc5,96409942,"1,003.83",0.0013882%,0.0015265%,NA,125.6717057,,EOA
0xb2ff5b8a05b43749b1307215c501dcde0932a711,84024134,"1,001.24",0.0013846%,0.0015226%,NA,125.3475537,,EOA
0x26097f8c89aa9313a96ad8a851eb8e1c062a12d3,48920095,"1,000.67",0.0013838%,0.0015217%,NA,125.2770931,,EOA
0xa99295cc93a729b8e224447248d9ae33384cd975,83625107,"1,000.10",0.0013830%,0.0015209%,NA,125.2052316,,EOA
0xb136d7643a612447eb603c051c193fdead1e0e37,103836350,"1,000.00",0.0013829%,0.0015207%,NA,125.1928164,,EOA
0x88f81b95eae67461b2d687343d36852f87409a7b,75002952,"1,000.00",0.0013829%,0.0015207%,NA,125.1927249,,EOA
0xaf676a9364d841d0e70569560e54ded236841196,90987124,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xbcf0fd9c42cc8cb2060c4930d2c1d277f18146a5,85693363,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x04f34aafd1cb080f5ad336532223c3a058b3f0b6,82669445,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x0b81747f504dfc906a215e301d8b8ad82e44cbd2,83688873,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x14db9394d9173a5cd65b4dc4c6de7d0f44dd9b78,47142210,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x382488466990e39315d4f874ecfb660952aef659,78117514,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x3982fa9593379d5714d5a3faecec1408cc907eb2,26002575,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x40de3093ba71e409abf60b6d9d51cd1ac4e0d8d9,26473842,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x6fd5a849cc4bb26fde7737395e3b4a91f3b78a5a,84894377,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x7d7d7c915053a74dcd4d565619b2eb36eef6220a,82534472,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0x82e65918d19b1723c6367d1d5226d3713f38c3ec,81713027,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xb728311c5557f82050cda1bbe98dff6595be969a,82150899,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xb9301c0001065de513aa0cf1baea9efb58a2e775,82425358,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xbe98009cd2585d6a3a7cae6d4db94eae365429f2,85120073,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xd3fe68d8b606205eddce2d9a6e5839e82ecb24eb,77421525,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xe9a0271b3c4de3cd1d12e72b5dcab9ea462b455a,78245613,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xf62bdafc4cb3808346c5854c0fd129f2a22c02e0,106186491,"1,000.00",0.0013829%,0.0015207%,NA,125.1927124,,EOA
0xfbe713879a1de3338752f2d9689b33b930ee579c,82616280,992.08,0.0013719%,0.0015087%,NA,124.2011232,,EOA
0x32844a824f458f24878515923f1fa120b6b711f2,52393675,990.81,0.0013702%,0.0015068%,NA,124.0425244,,EOA
0xcd79272e57a870c0b1f69a8c840244364c4a0260,77011222,983.21,0.0013597%,0.0014952%,NA,123.0902266,,EOA
0xd131f1bcdd547e067af447dd3c36c99d6be9fdeb,97462158,981.76,0.0013577%,0.0014930%,NA,122.9087573,,EOA
0xf7df8ece3d8b7f91e3bb7d1fb97b4d58cb5ef2cb,80320446,978.16,0.0013527%,0.0014875%,NA,122.4582396,,EOA
0x2b72051f378bff38c63c286f4b5031a238c132cb,48901801,976.06,0.0013498%,0.0014843%,NA,122.1960713,,EOA
0x9a192d6c5b40ba559bb8bffce86735a809247be4,85259950,963.61,0.0013326%,0.0014654%,NA,120.6366606,,EOA
0xee00824f08a92f51b230a12ee84095dfc9c26d2c,101342550,963.47,0.0013324%,0.0014652%,NA,120.6192574,,EOA
0xff1f77f1e34a6edd463c8bead6aa60e16d10a800,50104108,961.03,0.0013290%,0.0014615%,NA,120.3144378,,EOA
0xc723b407673e10c3614906b39e72c03a2b3fac9d,38041796,959.77,0.0013273%,0.0014595%,NA,120.1562248,,EOA
0xe1c23a613fa6a6a8478774bc321a88da7b2b3c90,102720611,951.28,0.0013155%,0.0014466%,NA,119.0937220,,EOA
0x83a76d3d563a57b3ee7689232c3789e64ba71772,105964525,949.90,0.0013136%,0.0014445%,NA,118.9203719,,EOA
0xfb2bd8d67a5584c9aa7941abdffdef68e1cbcc9d,80525274,949.49,0.0013131%,0.0014439%,NA,118.8693851,,EOA
0x5f4a5e69248f6580c438b31aedc648e518bd9828,106159263,947.87,0.0013108%,0.0014414%,NA,118.6661232,,EOA
0x40ac62d5aa80ceddab0de954c29bd62c75d514d2,86005496,939.31,0.0012990%,0.0014284%,NA,117.5950793,,EOA
0x8061c199e4ca79812f2ba406ab212bb5a9d4c8b4,82088608,937.17,0.0012960%,0.0014252%,NA,117.3267717,,EOA
0x3c3a891d1a0885e3e96bbf98d4c540f2e39e1c25,95264725,935.37,0.0012935%,0.0014224%,NA,117.1009493,,EOA
0x7c62cad00147fbb276d85671b47d821d650b838e,26452099,934.56,0.0012924%,0.0014212%,NA,116.9994850,,EOA
0x96c58ddac09e6cc996fc9340dfa8164f1dbcc46e,77473969,932.38,0.0012894%,0.0014179%,NA,116.7274280,,EOA
0x4b7f5762f5ab05fdeb8de0522154beea46873649,90166809,931.62,0.0012883%,0.0014167%,NA,116.6316449,,EOA
0xc7f14dcb4a84194c8f446604633904c51007c9c8,82991170,929.35,0.0012852%,0.0014133%,NA,116.3479296,,EOA
0x50ba55bf41580f0ba7df31d9d20b129e6d2df6ae,93632505,924.03,0.0012778%,0.0014052%,NA,115.6811992,,EOA
0x73eb7a4756ef34b903d8f0d320138fa4f2e4ec5b,97707915,922.16,0.0012753%,0.0014023%,NA,115.4476505,,EOA
0x3439c97580970b68de47d0d4b88eef42d29e488e,86198613,920.98,0.0012736%,0.0014006%,NA,115.3003871,,EOA
0xf377a582875a0575d5c3d4e1c0424911a3e944f5,47816249,920.57,0.0012731%,0.0013999%,NA,115.2484587,,EOA
0x7d13cf5cbbcff7e486fdbad944e07b2986b543e8,102090039,919.58,0.0012717%,0.0013984%,NA,115.1245870,,EOA
0xd99ab8ec724407f94b494bf92b009b57b92f849b,94783122,918.29,0.0012699%,0.0013965%,NA,114.9630199,,EOA
0x58992e3bc219538ab58b78cdf85a6b09cf94bbd9,92777304,917.38,0.0012686%,0.0013951%,NA,114.8489275,,EOA
0x8ff0ce7655bf1aa2d21baff4966991a74bc5a550,49124990,917.28,0.0012685%,0.0013949%,NA,114.8372016,,EOA
0x2b1dca931a725c2152792b5d983cd2df39660a16,45496609,916.90,0.0012680%,0.0013943%,NA,114.7891531,,EOA
0x9f337253f1d04743142af559287fbd962db362af,91283500,916.85,0.0012679%,0.0013943%,NA,114.7827805,,EOA
0xab12253171a0d73df64b115cd43fe0a32feb9daa,84926260,914.75,0.0012650%,0.0013911%,NA,114.5200508,,EOA
0x57fbf388a5ebe5c52b6dbc996c84e525a67fa104,81363219,914.45,0.0012646%,0.0013906%,NA,114.4828497,,EOA
0xebb5b8541fadaba764937eca529fdb681bcd25dd,47068260,913.82,0.0012637%,0.0013897%,NA,114.4034401,,EOA
0x9428e55418755b2f902d3b1f898a871ab5634182,77912977,911.58,0.0012606%,0.0013863%,NA,114.1236946,,EOA
0x118c0c8b7c4c227834b90ba4f3e0fbae5d877044,94137984,910.43,0.0012590%,0.0013845%,NA,113.9786036,,EOA
0x349800ba5a93cf51488ca9181c19992cd97d3b83,78881851,907.79,0.0012554%,0.0013805%,NA,113.6489879,,EOA
0x0839f5c6cd90fdf95de496d0196c1e6016954c94,85437523,899.22,0.0012435%,0.0013675%,NA,112.5753649,,EOA
0x543275caabf55f56b2db82ea636ff0c6e8c6466b,77835113,893.47,0.0012356%,0.0013587%,NA,111.8553914,,EOA
0x7fe3c5ca27adecb9b6e641b6c8f776400ea1b97a,81672573,890.55,0.0012315%,0.0013543%,NA,111.4901810,,EOA
0xbdfc47b9ad740b4151935680b6ca0b3d1828f100,83240830,890.23,0.0012311%,0.0013538%,NA,111.4506174,,EOA
0x3f43a33be58a84bfca084d25328af4ae41678620,88106026,888.89,0.0012292%,0.0013518%,NA,111.2822997,,EOA
0x42dc6b189ca9d942012a73780f25c922696c6f63,83589763,886.23,0.0012256%,0.0013477%,NA,110.9497706,,EOA
0x6586e6d49ce53f4ef95247d7cc7e60caf05e9b15,81723221,881.70,0.0012193%,0.0013408%,NA,110.3819372,,EOA
0x15985f5386f8221c4827275acf8f0a09e9de35f1,95097599,875.67,0.0012110%,0.0013317%,NA,109.6274594,,EOA
0x40c3a9fbc5cbcc3910d191dac938c8edec0e768f,81009335,874.39,0.0012092%,0.0013297%,NA,109.4674004,,EOA
0x1f1d0845f71559b06b047d5f399fb39d52a08ef8,82464367,873.55,0.0012080%,0.0013284%,NA,109.3617642,,EOA
0x7132b5edc9ee267c58d3562d3e621384b18da7f3,92032111,873.15,0.0012075%,0.0013278%,NA,109.3118497,,EOA
0xcfea8f74027ec8fbbbec544e89d0b1e4b3683295,87516296,870.58,0.0012039%,0.0013239%,NA,108.9907672,,EOA
0xcc1e0a566dbd10869c071c811aba436357858f05,96297952,869.02,0.0012018%,0.0013215%,NA,108.7945872,,EOA
0xe120be880d79aded4cdbf6f2f9ef880987c82dc8,87423047,868.98,0.0012017%,0.0013215%,NA,108.7904567,,EOA
0x61d7ece32854caf46c6304fd536704eacd4da256,96004761,860.82,0.0011904%,0.0013091%,NA,107.7681351,,EOA
0xa394a52f4e77f692936819084ac94748ad34bccb,83981093,856.99,0.0011851%,0.0013032%,NA,107.2886838,,EOA
0x6dca0bded4e02d9bc38b3d795a16f694200a6a84,83756681,856.35,0.0011843%,0.0013023%,NA,107.2092961,,EOA
0x4a74a654f19cf2ea32977512e90ce68956cefce6,89725919,851.25,0.0011772%,0.0012945%,NA,106.5699427,,EOA
0xc7ad881c1749cb51bf6b34987c841a7117675dad,78109499,849.82,0.0011752%,0.0012923%,NA,106.3912803,,EOA
0xb8abc49ce1ba5feea6de3a048ffb86dd1719e8a2,97288270,849.57,0.0011749%,0.0012920%,NA,106.3599591,,EOA
0x4d4c6fd38104319530f23d7d3afd651a37e082fd,93896542,848.73,0.0011737%,0.0012907%,NA,106.2546633,,EOA
0x424c6788f8cae36bb2f67e18f35419cadc1e0288,77441677,844.04,0.0011672%,0.0012835%,NA,105.6673819,,EOA
0xf1ffd339007c480c428ab6578a937355b1d7c633,78025631,842.78,0.0011655%,0.0012816%,NA,105.5093430,,EOA
0xcac552cf04f9631a212a9cae6dd065718c52e66a,27267808,840.93,0.0011629%,0.0012788%,NA,105.2780547,,EOA
0xbb33eef2560f800d21539a9d80811cdf05f79fa1,37773803,840.31,0.0011621%,0.0012779%,NA,105.2012261,,EOA
0x1f86e6e3644fbcd2e4a4e2362f152d3deb710504,86563495,838.82,0.0011600%,0.0012756%,NA,105.0142307,,EOA
0xcfdd6663018840621fa812ba6043acb5b1fa29d1,92920403,837.65,0.0011584%,0.0012738%,NA,104.8678921,,EOA
0x908c65a92b42a3dd28467c11b98ea55a76058da1,83648215,836.88,0.0011573%,0.0012727%,NA,104.7711078,,EOA
0x14241dc8d4761b0c89e47115ed8955dd8cd8526a,46912261,836.48,0.0011568%,0.0012721%,NA,104.7218016,,EOA
0x8c8868c77e0546b34f196595f0e727bc1add2e4d,98777722,822.36,0.0011372%,0.0012506%,NA,102.9530421,,EOA
0x2817649f4813e7b854e8c8b57acc0d13f2ed2ffb,85121302,808.72,0.0011184%,0.0012298%,NA,101.2463857,,EOA
0x2c123fc5c27888571cd525e8ae9b0c5ff848386d,80302647,807.56,0.0011168%,0.0012281%,NA,101.1011139,,EOA
0x13b8d1f989536d5412da840c58ec8640636a4dbb,38859640,807.22,0.0011163%,0.0012276%,NA,101.0580501,,EOA
0xfe39cad7a05e16ee9fcbb595b6e94e40203938b9,33875939,806.30,0.0011150%,0.0012262%,NA,100.9432018,,EOA
0xce73da15464f5ea4a099773aafd3e0afd63714f4,84418928,804.27,0.0011122%,0.0012231%,NA,100.6888989,,EOA
0x58375a7a1a718d97fafb80c3e142cd64a4c4a8ea,76997892,801.34,0.0011082%,0.0012186%,NA,100.3219966,,EOA
0x508146d72c8e32e1ae342fb5ba025ceac2b1d205,45746867,801.18,0.0011079%,0.0012184%,NA,100.3015207,,EOA
0x3938c28aaa4bcb0b20f0c0c8e25750b1610e47b3,45176211,800.73,0.0011073%,0.0012177%,NA,100.2455333,,EOA
0x443eb1f18cf8fd345df376078c72e00b27e3f6a3,36247956,800.00,0.0011063%,0.0012166%,NA,100.1541699,,EOA
0x8f747eb4f5e4edb0702fbadebe2da915af91fd90,87818554,795.84,0.0011006%,0.0012102%,NA,99.6331084,,EOA
0x4742b30f35035c666c5cba2e8670052b179e0404,79827197,794.97,0.0010994%,0.0012089%,NA,99.5249186,,EOA
0xcc62deca03f5054346729063c7019310a4cae65d,90230869,793.17,0.0010969%,0.0012062%,NA,99.2990091,,EOA
0x0f28ddd210184b8fc1862a01826191d9986dafab,82304737,785.53,0.0010863%,0.0011946%,NA,98.3427944,,EOA
0xb028607975b012defd2d8f4bbd794cc679db3e51,45988413,780.26,0.0010790%,0.0011866%,NA,97.6822819,,EOA
0xf572035816f3ae6b6c600e6e549532a0fe6588e6,86004106,780.09,0.0010788%,0.0011863%,NA,97.6610820,,EOA
0x6cc029b230dfb4a1c075c96b380e356f4815eea1,81232420,777.00,0.0010745%,0.0011816%,NA,97.2747375,,EOA
0x41f45986917a61ebcfa0646e5cd88447afdf658e,77567243,773.00,0.0010690%,0.0011755%,NA,96.7739667,,EOA
0xd5ba22c2323f65616860b0521eab5929549db4d9,82942170,770.22,0.0010651%,0.0011713%,NA,96.4253854,,EOA
0xf5ae09413941aa09c211ad7a745df4864151336d,66375412,769.21,0.0010637%,0.0011698%,NA,96.2992742,,EOA
0xbf67301237b0e5474de03f907969b7343d001f38,80739877,764.97,0.0010579%,0.0011633%,NA,95.7689975,,EOA
0x040528e6ebdcbc6e37e3c78350de0a59aedce622,96679009,764.34,0.0010570%,0.0011624%,NA,95.6901453,,EOA
0x7cfcc6b6ffa7117267f49b59984ae50026b9fc44,61007484,763.57,0.0010559%,0.0011612%,NA,95.5932529,,EOA
0x968fea58d680060ca1c547884ee40a02a8b53c23,38531569,761.70,0.0010534%,0.0011583%,NA,95.3590766,,EOA
0x494e297a81c48ea5f3c3bfee5c59be034ec9ce99,25281059,760.91,0.0010523%,0.0011571%,NA,95.2605211,,EOA
0x86e72ceae5d2519216046ba54c81ce7a1bc3d939,38635700,757.78,0.0010479%,0.0011524%,NA,94.8681897,,EOA
0xab9335ab722a7beba43dcbe15d8b8e131e82f63a,91381512,755.26,0.0010445%,0.0011485%,NA,94.5534685,,EOA
0xb7afac3f551fa6ebc2ef896c41ecfb18e35f1b01,84133991,754.63,0.0010436%,0.0011476%,NA,94.4736289,,EOA
0x3cba28d441bb33bc2630693f01c78523144e1108,78588108,754.00,0.0010427%,0.0011466%,NA,94.3953051,,EOA
0xce8fc6755efcaf7f85c28901bca4f4b936591542,86774226,753.51,0.0010420%,0.0011459%,NA,94.3344240,,EOA
0x6f6634b2aab01df7f47f615fb4e2b876bd3ae5ea,45945647,752.93,0.0010412%,0.0011450%,NA,94.2607733,,EOA
0x005f16f017aa933bb41965b52848ceb8ee48b171,85684108,751.70,0.0010395%,0.0011431%,NA,94.1076957,,EOA
0xa219712cc2aaa5aa98ccf2a7ba055231f1752323,98352637,751.70,0.0010395%,0.0011431%,NA,94.1072700,,EOA
0x439511dd6fc762fe28bd015d68157ea462ceb88d,93958152,751.48,0.0010392%,0.0011428%,NA,94.0795205,,EOA
0xda70842eb493ab31d8c042b4427298ed490a74bf,79861489,749.22,0.0010361%,0.0011394%,NA,93.7964545,,EOA
0x234f5ddb3ca32e23534260bfed61ef150b31e2eb,81515662,746.76,0.0010327%,0.0011356%,NA,93.4886506,,EOA
0xb3f876c9972339a1405346b1a8a27204f0bc154a,52386597,746.36,0.0010321%,0.0011350%,NA,93.4392034,,EOA
0xc62d8e3eed91c03463352b7434670b1f4e6064b6,41321209,744.45,0.0010295%,0.0011321%,NA,93.1991880,,EOA
0x6ac511b5db18821b3a40deeb916fb763c93c0799,84814624,743.14,0.0010277%,0.0011301%,NA,93.0361206,,EOA
0xaa43863086e4f6851125ef532a7214d84c0ed08c,83180068,742.89,0.0010273%,0.0011297%,NA,93.0045131,,EOA
0x6d7b212d1c91e735a2d0c3cca20074c4285e8a44,90912327,741.36,0.0010252%,0.0011274%,NA,92.8131994,,EOA
0xac4f43d8df62cc179e9a5e2e02b39e2b2f88389b,86142296,740.20,0.0010236%,0.0011256%,NA,92.6679257,,EOA
0xe025ef5762eb51da342419b247da1dd9c396c2e7,83820623,740.15,0.0010236%,0.0011256%,NA,92.6619540,,EOA
0x956d266635b0fbf1b6bea869c0d66e4941c10106,81155954,737.85,0.0010204%,0.0011221%,NA,92.3737343,,EOA
0xc4a70149330858cd0f085e4cd81c10745c9130b1,87509056,731.86,0.0010121%,0.0011130%,NA,91.6237471,,EOA
0xf53f6414842213b8c9e85972d07ed68e253532d4,85109151,731.00,0.0010109%,0.0011116%,NA,91.5158727,,EOA
0xae1524f684bd4b5d79003aaa4499590dab81d999,46133519,729.92,0.0010094%,0.0011100%,NA,91.3811999,,EOA
0xa00cdde1a3be699d373b9973602b10f649d49e65,85322086,726.50,0.0010047%,0.0011048%,NA,90.9520934,,EOA
0x3caec1b35c38fde81b58f4beef61472daf3b8f68,103362641,725.90,0.0010039%,0.0011039%,NA,90.8777662,,EOA
0xd10bcf360e201d3691215dca25de310225854641,50864250,725.12,0.0010028%,0.0011027%,NA,90.7797055,,EOA
0x717f6203d68b8914d2c247548ed093babc1812e3,46133793,721.79,0.0009982%,0.0010976%,NA,90.3630992,,EOA
0x32a59b87352e980dd6ab1baf462696d28e63525d,84028350,720.06,0.0009958%,0.0010950%,NA,90.1464315,,EOA
0x66fe8b1c760cc8da2f2dddf1c7554a3c65ce8b56,93921451,719.52,0.0009950%,0.0010942%,NA,90.0783354,,EOA
0xd43a72d2212d8c285299f2b2655f8ccb946e9d8b,95294829,718.29,0.0009933%,0.0010923%,NA,89.9251773,,EOA
0x5eede1c45e4401d7d95e55446dad71b511328534,102478157,718.26,0.0009933%,0.0010923%,NA,89.9204487,,EOA
0x7441cb7d4940ce9ecd8738a44afc7b94a089c207,52274003,716.69,0.0009911%,0.0010899%,NA,89.7249898,,EOA
